Carrier,FlightNumber,ServiceType,EffectiveDate,DiscontinuedDate,DOW,Departure Airport,DepartureTime,ArrivalAirport,ArrivalTime,SubAircraftTypeCode
AA,2325,J,9-Mar-23,10-Mar-23,45,CHS,1545,DFW,1748,738
AA,2325,J,11-Mar-23,11-Mar-23,6,DFW,1133,CHS,1455,738
AA,2325,J,11-Mar-23,11-Mar-23,6,CHS,1545,DFW,1748,738
AA,2325,J,12-Mar-23,12-Mar-23,7,DFW,1133,CHS,1455,738
AA,2325,J,12-Mar-23,12-Mar-23,7,CHS,1545,DFW,1748,738
AA,2325,J,13-Mar-23,13-Mar-23,1,DFW,1133,CHS,1455,738
AA,2325,J,13-Mar-23,13-Mar-23,1,CHS,1545,DFW,1748,738
AA,2325,J,14-Mar-23,14-Mar-23,2,DFW,1253,CHS,1621,738
AA,2325,J,14-Mar-23,14-Mar-23,2,CHS,1711,DFW,1914,738
AA,2325,J,15-Mar-23,15-Mar-23,3,DFW,1253,CHS,1621,738
AA,2325,J,15-Mar-23,15-Mar-23,3,CHS,1711,DFW,1914,738
AA,2325,J,16-Mar-23,16-Mar-23,4,DFW,1133,CHS,1455,738
AA,2325,J,16-Mar-23,16-Mar-23,4,CHS,1545,DFW,1748,738
AA,2325,J,17-Mar-23,17-Mar-23,5,DFW,1133,CHS,1455,738
AA,2325,J,17-Mar-23,17-Mar-23,5,CHS,1545,DFW,1748,738
AA,2325,J,18-Mar-23,18-Mar-23,6,DFW,1133,CHS,1455,738
AA,2325,J,18-Mar-23,18-Mar-23,6,CHS,1545,DFW,1748,738
AA,2325,J,19-Mar-23,19-Mar-23,7,DFW,1133,CHS,1455,738
AA,2325,J,19-Mar-23,19-Mar-23,7,CHS,1545,DFW,1748,738
AA,2325,J,20-Mar-23,20-Mar-23,1,DFW,1133,CHS,1455,738
AA,2325,J,20-Mar-23,20-Mar-23,1,CHS,1545,DFW,1748,738
AA,2325,J,21-Mar-23,21-Mar-23,2,DFW,1253,CHS,1621,738
AA,2325,J,21-Mar-23,21-Mar-23,2,CHS,1711,DFW,1914,738
AA,2325,J,22-Mar-23,22-Mar-23,3,DFW,1253,CHS,1621,738
AA,2325,J,22-Mar-23,22-Mar-23,3,CHS,1711,DFW,1914,738
AA,2325,J,23-Mar-23,23-Mar-23,4,DFW,1133,CHS,1455,738
AA,2325,J,23-Mar-23,23-Mar-23,4,CHS,1545,DFW,1748,738
AA,2325,J,24-Mar-23,24-Mar-23,5,DFW,1133,CHS,1455,738
AA,2325,J,24-Mar-23,24-Mar-23,5,CHS,1545,DFW,1748,738
AA,2325,J,25-Mar-23,25-Mar-23,6,DFW,1133,CHS,1455,738
AA,2325,J,25-Mar-23,25-Mar-23,6,CHS,1545,DFW,1748,738
AA,2325,J,26-Mar-23,27-Mar-23,1     7,DFW,1133,CHS,1455,738
AA,2325,J,26-Mar-23,27-Mar-23,1     7,CHS,1545,DFW,1748,738
AA,2325,J,28-Mar-23,29-Mar-23,23,DFW,1253,CHS,1621,738
AA,2325,J,28-Mar-23,29-Mar-23,23,CHS,1711,DFW,1914,738
AA,2325,J,30-Mar-23,30-Mar-23,4,DFW,1133,CHS,1455,738
AA,2325,J,30-Mar-23,30-Mar-23,4,CHS,1545,DFW,1748,738
AA,2325,J,31-Mar-23,31-Mar-23,5,DFW,1133,CHS,1455,738
AA,2325,J,31-Mar-23,31-Mar-23,5,CHS,1545,DFW,1748,738
AA,2325,J,1-Apr-23,1-Apr-23,6,DFW,1133,CHS,1455,738
AA,2325,J,1-Apr-23,1-Apr-23,6,CHS,1545,DFW,1748,738
AA,2325,J,2-Apr-23,3-Apr-23,1     7,DFW,1133,CHS,1455,738
AA,2325,J,2-Apr-23,3-Apr-23,1     7,CHS,1545,DFW,1748,738
AA,2325,J,4-Apr-23,4-May-23,1234567,DFW,1119,CHS,1443,738
AA,2325,J,4-Apr-23,4-May-23,1234567,CHS,1534,DFW,1739,738
AA,2325,J,5-May-23,14-Aug-23,1234567,DFW,1015,CHS,1351,319
AA,2325,J,5-May-23,14-Aug-23,1234567,CHS,1614,DFW,1810,319
AA,2325,J,15-Aug-23,28-Oct-23,1234567,DFW,1015,CHS,1351,319
AA,2325,J,15-Aug-23,28-Oct-23,1234567,CHS,1614,DFW,1810,319
AA,2436,J,10-Jan-23,11-Jan-23,23,CLT,2024,CHS,2129,321
AA,2436,J,12-Jan-23,13-Jan-23,45,CLT,2025,CHS,2132,320
AA,2436,J,14-Jan-23,14-Jan-23,6,CLT,1830,CHS,1936,321
AA,2436,J,15-Jan-23,15-Jan-23,7,CLT,2025,CHS,2132,320
AA,2436,J,16-Jan-23,18-Jan-23,123,CLT,2024,CHS,2129,321
AA,2436,J,19-Jan-23,29-Jan-23,   45 7,CLT,2025,CHS,2132,320
AA,2436,J,21-Jan-23,1-Feb-23,123  6 ,CLT,2024,CHS,2129,321
AA,2436,J,2-Feb-23,2-Feb-23,4,CLT,2025,CHS,2132,320
AA,2451,J,3-Feb-23,28-Feb-23,1234567,CLT,1641,CHS,1746,320
AA,2451,J,3-Feb-23,28-Feb-23,1234567,CHS,1831,CLT,1933,320
AA,2451,J,4-Apr-23,4-May-23,1234567,CHS,520,CLT,626,738
AA,2475,J,3-Feb-23,3-Feb-23,5,DCA,2009,CHS,2203,319
AA,2475,J,4-Feb-23,25-Feb-23,6,DCA,1959,CHS,2149,319
AA,2475,J,5-Feb-23,28-Feb-23,12345 7,DCA,2009,CHS,2203,319
AA,2475,J,1-Mar-23,10-Mar-23,12345 7,DCA,2014,CHS,2210,319
AA,2475,J,4-Mar-23,4-Mar-23,6,DCA,1959,CHS,2149,319
AA,2475,J,11-Mar-23,11-Mar-23,6,DCA,1959,CHS,2149,319
AA,2475,J,12-Mar-23,17-Mar-23,12345 7,DCA,2014,CHS,2210,319
AA,2475,J,18-Mar-23,25-Mar-23,6,DCA,1959,CHS,2149,319
AA,2475,J,19-Mar-23,31-Mar-23,12345 7,DCA,2014,CHS,2210,319
AA,2475,J,1-Apr-23,1-Apr-23,6,DCA,1959,CHS,2149,319
AA,2475,J,2-Apr-23,3-Apr-23,1     7,DCA,2014,CHS,2210,319
AA,2497,J,8-Apr-23,29-Apr-23,6,CHS,1829,CLT,1935,738
AA,2611,J,1-Mar-23,11-Mar-23,1234567,CHS,845,CLT,948,321
AA,2611,J,12-Mar-23,3-Apr-23,1234567,CHS,845,CLT,948,321
AA,2732,J,4-Apr-23,4-May-23,1234567,CLT,2257,CHS,2359,738
AA,2738,J,16-Feb-23,16-Feb-23,4,CHS,1707,PHL,1853,320
AA,2738,J,17-Feb-23,17-Feb-23,5,CHS,1707,PHL,1853,320
AA,2738,J,19-Feb-23,19-Feb-23,7,CHS,1707,PHL,1853,320
AA,2738,J,20-Feb-23,20-Feb-23,1,CHS,1707,PHL,1853,320
AA,2738,J,21-Feb-23,21-Feb-23,2,CHS,1707,PHL,1853,320
AA,2738,J,22-Feb-23,22-Feb-23,3,CHS,1707,PHL,1853,320
AA,2738,J,23-Feb-23,23-Feb-23,4,CHS,1707,PHL,1853,320
AA,2842,J,4-Apr-23,4-Apr-23,2,PHL,1922,CHS,2111,319
AA,2842,J,5-Apr-23,5-Apr-23,3,PHL,1922,CHS,2111,319
AA,2842,J,6-Apr-23,6-Apr-23,4,PHL,1922,CHS,2111,319
AA,2842,J,7-Apr-23,7-Apr-23,5,PHL,1922,CHS,2111,319
AA,2842,J,8-Apr-23,8-Apr-23,6,PHL,1922,CHS,2111,319
AA,2842,J,9-Apr-23,9-Apr-23,7,PHL,1922,CHS,2111,319
AA,2842,J,10-Apr-23,10-Apr-23,1,PHL,1922,CHS,2111,319
AA,2842,J,11-Apr-23,11-Apr-23,2,PHL,1922,CHS,2111,319
AA,2842,J,12-Apr-23,12-Apr-23,3,PHL,1922,CHS,2111,319
AA,2842,J,13-Apr-23,13-Apr-23,4,PHL,1922,CHS,2111,319
AA,2842,J,14-Apr-23,14-Apr-23,5,PHL,1922,CHS,2111,319
AA,2842,J,15-Apr-23,15-Apr-23,6,PHL,1922,CHS,2111,319
AA,2842,J,16-Apr-23,23-Apr-23,7,PHL,1922,CHS,2111,319
AA,2842,J,17-Apr-23,24-Apr-23,1,PHL,1922,CHS,2111,319
AA,2842,J,18-Apr-23,25-Apr-23,2,PHL,1922,CHS,2111,319
AA,2842,J,19-Apr-23,21-Apr-23,  3 5  ,PHL,1922,CHS,2111,319
AA,2842,J,20-Apr-23,20-Apr-23,4,PHL,1922,CHS,2111,319
AA,2842,J,22-Apr-23,22-Apr-23,6,PHL,1922,CHS,2111,319
AA,2842,J,26-Apr-23,28-Apr-23,  3 5  ,PHL,1922,CHS,2111,319
AA,2842,J,27-Apr-23,27-Apr-23,4,PHL,1922,CHS,2111,319
AA,2842,J,29-Apr-23,29-Apr-23,6,PHL,1922,CHS,2111,319
AA,2842,J,30-Apr-23,30-Apr-23,7,PHL,1922,CHS,2111,319
AA,2842,J,1-May-23,1-May-23,1,PHL,1922,CHS,2111,319
AA,2842,J,2-May-23,2-May-23,2,PHL,1922,CHS,2111,319
AA,2842,J,3-May-23,3-May-23,3,PHL,1922,CHS,2111,319
AA,2842,J,4-May-23,4-May-23,4,PHL,1922,CHS,2111,319
AA,2859,J,1-Jan-23,6-Jan-23,12345 7,CLT,1625,CHS,1727,319
AA,2859,J,7-Jan-23,7-Jan-23,6,CLT,1653,CHS,1756,319
AA,2859,J,8-Jan-23,9-Jan-23,1     7,CLT,1625,CHS,1727,319
AA,2859,J,10-Jan-23,20-Jan-23,12345 7,CLT,1638,CHS,1737,320
AA,2859,J,10-Jan-23,20-Jan-23,12345 7,CHS,1822,CLT,1924,320
AA,2859,J,21-Jan-23,21-Jan-23,6,CLT,1647,CHS,1752,320
AA,2859,J,21-Jan-23,21-Jan-23,6,CHS,1837,CLT,1939,320
AA,2859,J,22-Jan-23,27-Jan-23,12345 7,CLT,1638,CHS,1737,320
AA,2859,J,22-Jan-23,27-Jan-23,12345 7,CHS,1822,CLT,1924,320
AA,2859,J,28-Jan-23,28-Jan-23,6,CLT,1647,CHS,1752,320
AA,2859,J,28-Jan-23,28-Jan-23,6,CHS,1837,CLT,1939,320
AA,2859,J,29-Jan-23,2-Feb-23,1234  7,CLT,1638,CHS,1737,320
AA,2859,J,29-Jan-23,2-Feb-23,1234  7,CHS,1822,CLT,1924,320
AA,2861,J,1-Jan-23,1-Jan-23,7,CLT,1800,CHS,1902,319
AA,2861,J,2-Jan-23,4-Jan-23,123,CLT,1818,CHS,1922,319
AA,2861,J,7-Jan-23,7-Jan-23,6,CLT,1818,CHS,1919,319
AA,2861,J,8-Jan-23,9-Jan-23,1     7,CLT,1818,CHS,1922,319
AA,2861,J,10-Jan-23,11-Jan-23,23,CLT,1829,CHS,1934,738
AA,2861,J,12-Jan-23,15-Jan-23,   45 7,CLT,1815,CHS,1917,320
AA,2861,J,12-Jan-23,15-Jan-23,   45 7,CHS,2012,CLT,2114,320
AA,2861,J,16-Jan-23,1-Feb-23,123  6 ,CLT,1829,CHS,1934,738
AA,2861,J,19-Jan-23,29-Jan-23,   45 7,CLT,1815,CHS,1917,320
AA,2861,J,19-Jan-23,29-Jan-23,   45 7,CHS,2012,CLT,2114,320
AA,2861,J,2-Feb-23,2-Feb-23,4,CLT,1815,CHS,1917,320
AA,2861,J,2-Feb-23,2-Feb-23,4,CHS,2012,CLT,2114,320
AA,2861,J,4-Feb-23,4-Feb-23,6,CLT,1833,CHS,1937,320
AA,2861,J,4-Feb-23,4-Feb-23,6,CHS,2022,CLT,2124,320
AA,2861,J,7-Feb-23,8-Feb-23,23,CLT,1811,CHS,1913,320
AA,2861,J,11-Feb-23,11-Feb-23,6,CLT,1833,CHS,1937,320
AA,2861,J,11-Feb-23,11-Feb-23,6,CHS,2022,CLT,2124,320
AA,2861,J,14-Feb-23,15-Feb-23,23,CLT,1811,CHS,1913,320
AA,2861,J,18-Feb-23,18-Feb-23,6,CLT,1833,CHS,1937,320
AA,2861,J,25-Feb-23,25-Feb-23,6,CLT,1833,CHS,1937,320
AA,2861,J,25-Feb-23,25-Feb-23,6,CHS,2022,CLT,2124,320
AA,2861,J,4-Mar-23,4-Mar-23,6,CLT,1807,CHS,1904,320
AA,2861,J,4-Mar-23,4-Mar-23,6,CHS,1951,CLT,2058,320
AA,2861,J,7-Mar-23,7-Mar-23,2,CLT,1807,CHS,1904,320
AA,2861,J,11-Mar-23,11-Mar-23,6,CLT,1807,CHS,1904,320
AA,2861,J,11-Mar-23,11-Mar-23,6,CHS,1951,CLT,2058,320
AA,2861,J,14-Mar-23,14-Mar-23,2,CLT,1807,CHS,1904,320
AA,2861,J,18-Mar-23,25-Mar-23,6,CLT,1807,CHS,1904,320
AA,2861,J,18-Mar-23,25-Mar-23,6,CHS,1951,CLT,2058,320
AA,2861,J,21-Mar-23,28-Mar-23,2,CLT,1807,CHS,1904,320
AA,2861,J,1-Apr-23,1-Apr-23,6,CLT,1807,CHS,1904,320
AA,2861,J,1-Apr-23,1-Apr-23,6,CHS,1951,CLT,2058,320
AA,2875,J,1-Jan-23,9-Jan-23,1234567,CHS,1620,CLT,1730,738
AA,2875,J,10-Jan-23,15-Jan-23, 2345 7,CHS,1454,CLT,1559,738
AA,2875,J,16-Jan-23,2-Feb-23,1234567,CHS,1454,CLT,1559,738
AA,2875,J,3-Feb-23,6-Feb-23,1   5 7,CHS,1445,CLT,1547,320
AA,2875,J,7-Feb-23,8-Feb-23,23,CHS,1445,CLT,1551,319
AA,2875,J,9-Feb-23,13-Feb-23,1  45 7,CHS,1445,CLT,1547,320
AA,2875,J,14-Feb-23,15-Feb-23,23,CHS,1445,CLT,1551,319
AA,2875,J,16-Feb-23,28-Feb-23,12345 7,CHS,1445,CLT,1547,320
AA,2875,J,1-Mar-23,10-Mar-23,12345 7,CHS,1443,CLT,1550,320
AA,2875,J,12-Mar-23,3-Apr-23,12345 7,CHS,1443,CLT,1550,320
AA,2948,J,29-Oct-23,4-Nov-23,1234567,MIA,2100,CHS,2244,319
AA,2948,J,5-Nov-23,19-Nov-23,1234567,MIA,2100,CHS,2244,319
AA,2948,J,20-Nov-23,26-Nov-23,123 567,MIA,2100,CHS,2244,319
AA,2948,J,27-Nov-23,23-Dec-23,1234567,MIA,2100,CHS,2244,319
AA,2948,J,26-Dec-23,31-Dec-23,1234567,MIA,2100,CHS,2244,319
AA,2963,J,4-Apr-23,7-Apr-23,2345,DCA,2013,CHS,2200,319
AA,2963,J,9-Apr-23,28-Apr-23,12345 7,DCA,2013,CHS,2200,319
AA,2963,J,30-Apr-23,4-May-23,1234  7,DCA,2013,CHS,2200,319
AA,3328,J,1-Jan-23,9-Jan-23,1234567,MIA,2201,CHS,2347,E75
AA,3328,J,10-Jan-23,2-Feb-23,1234567,MIA,2201,CHS,2348,E75
AA,3328,J,1-Mar-23,1-Mar-23,3,MIA,2225,CHS,11,E75
AA,3328,J,2-Mar-23,3-Mar-23,45,MIA,2205,CHS,2354,E75
AA,3328,J,4-Mar-23,4-Mar-23,6,MIA,2105,CHS,2303,E75
AA,3328,J,5-Mar-23,5-Mar-23,7,MIA,2205,CHS,2354,E75
AA,3328,J,6-Mar-23,6-Mar-23,1,MIA,2225,CHS,11,E75
AA,3328,J,7-Mar-23,7-Mar-23,2,MIA,2205,CHS,2354,E75
AA,3328,J,8-Mar-23,8-Mar-23,3,MIA,2225,CHS,11,E75
AA,3328,J,9-Mar-23,10-Mar-23,45,MIA,2205,CHS,2354,E75
AA,3328,J,11-Mar-23,11-Mar-23,6,MIA,2105,CHS,2303,E75
AA,3328,J,12-Mar-23,12-Mar-23,7,MIA,2205,CHS,2354,E75
AA,3328,J,13-Mar-23,13-Mar-23,1,MIA,2225,CHS,11,E75
AA,3328,J,14-Mar-23,14-Mar-23,2,MIA,2205,CHS,2354,E75
AA,3328,J,15-Mar-23,15-Mar-23,3,MIA,2225,CHS,11,E75
AA,3328,J,16-Mar-23,17-Mar-23,45,MIA,2205,CHS,2354,E75
AA,3328,J,18-Mar-23,18-Mar-23,6,MIA,2100,CHS,2258,E75
AA,3328,J,19-Mar-23,19-Mar-23,7,MIA,2205,CHS,2354,E75
AA,3328,J,20-Mar-23,20-Mar-23,1,MIA,2225,CHS,11,E75
AA,3328,J,21-Mar-23,21-Mar-23,2,MIA,2205,CHS,2354,E75
AA,3328,J,22-Mar-23,22-Mar-23,3,MIA,2225,CHS,11,E75
AA,3328,J,23-Mar-23,24-Mar-23,45,MIA,2205,CHS,2354,E75
AA,3328,J,25-Mar-23,25-Mar-23,6,MIA,2100,CHS,2258,E75
AA,3328,J,26-Mar-23,26-Mar-23,7,MIA,2205,CHS,2354,E75
AA,3328,J,27-Mar-23,27-Mar-23,1,MIA,2225,CHS,11,E75
AA,3328,J,28-Mar-23,28-Mar-23,2,MIA,2205,CHS,2354,E75
AA,3328,J,29-Mar-23,29-Mar-23,3,MIA,2225,CHS,11,E75
AA,3328,J,30-Mar-23,31-Mar-23,45,MIA,2205,CHS,2354,E75
AA,3328,J,1-Apr-23,1-Apr-23,6,MIA,2100,CHS,2258,E75
AA,3328,J,2-Apr-23,2-Apr-23,7,MIA,2205,CHS,2354,E75
AA,3328,J,3-Apr-23,3-Apr-23,1,MIA,2225,CHS,11,E75
AA,3332,J,4-Mar-23,4-Mar-23,6,ORD,935,CHS,1311,E70
AA,3332,J,4-Mar-23,4-Mar-23,6,CHS,1345,ORD,1513,E70
AA,3332,J,11-Mar-23,11-Mar-23,6,ORD,935,CHS,1311,E75
AA,3332,J,11-Mar-23,11-Mar-23,6,CHS,1345,ORD,1513,E75
AA,3332,J,18-Mar-23,18-Mar-23,6,ORD,935,CHS,1311,E75
AA,3332,J,18-Mar-23,18-Mar-23,6,CHS,1345,ORD,1513,E75
AA,3332,J,25-Mar-23,25-Mar-23,6,ORD,935,CHS,1311,E70
AA,3332,J,25-Mar-23,25-Mar-23,6,CHS,1345,ORD,1513,E70
AA,3332,J,1-Apr-23,1-Apr-23,6,ORD,935,CHS,1311,E70
AA,3332,J,1-Apr-23,1-Apr-23,6,CHS,1345,ORD,1513,E70
AA,3345,J,1-Jan-23,6-Jan-23,12345 7,CHS,1810,MIA,1952,E75
AA,3345,J,7-Jan-23,7-Jan-23,6,CHS,1843,MIA,2025,E75
AA,3345,J,8-Jan-23,9-Jan-23,1     7,CHS,1810,MIA,1952,E75
AA,3354,J,1-Jan-23,9-Jan-23,1234567,CHS,606,MIA,745,E75
AA,3354,J,10-Jan-23,2-Feb-23,1234567,CHS,640,MIA,819,E75
AA,3354,J,2-Mar-23,11-Mar-23,1234567,CHS,640,MIA,817,E75
AA,3354,J,12-Mar-23,25-Mar-23,1234567,CHS,640,MIA,817,E75
AA,3354,J,26-Mar-23,3-Apr-23,1234567,CHS,640,MIA,817,E75
AA,3371,J,29-Oct-23,4-Nov-23,1234567,CHS,1251,DCA,1424,E75
AA,3371,J,5-Nov-23,19-Nov-23,1234567,CHS,1251,DCA,1424,E75
AA,3371,J,20-Nov-23,26-Nov-23,123 567,CHS,1251,DCA,1424,E75
AA,3371,J,27-Nov-23,31-Dec-23,1234567,CHS,1251,DCA,1424,E75
AA,3384,J,1-Jan-23,3-Jan-23,12    7,CHS,1926,DCA,2100,E75
AA,3384,J,4-Jan-23,6-Jan-23,345,CHS,1907,DCA,2041,E75
AA,3384,J,8-Jan-23,9-Jan-23,1     7,CHS,1926,DCA,2100,E75
AA,3384,J,3-Feb-23,28-Feb-23,12345 7,CHS,1740,DCA,1915,E75
AA,3384,J,1-Mar-23,3-Mar-23,345,CHS,1739,DCA,1914,E75
AA,3384,J,4-Mar-23,4-Mar-23,6,CHS,1624,DCA,1759,E75
AA,3384,J,5-Mar-23,10-Mar-23,12345 7,CHS,1739,DCA,1914,E75
AA,3384,J,11-Mar-23,11-Mar-23,6,CHS,1624,DCA,1759,E75
AA,3384,J,12-Mar-23,17-Mar-23,12345 7,CHS,1739,DCA,1914,E75
AA,3384,J,18-Mar-23,25-Mar-23,6,CHS,1624,DCA,1759,E75
AA,3384,J,19-Mar-23,31-Mar-23,12345 7,CHS,1739,DCA,1914,E75
AA,3384,J,1-Apr-23,1-Apr-23,6,CHS,1624,DCA,1759,E75
AA,3384,J,2-Apr-23,3-Apr-23,1     7,CHS,1739,DCA,1914,E75
AA,3393,J,1-Jan-23,6-Jan-23,12345 7,DCA,1532,CHS,1727,E75
AA,3393,J,8-Jan-23,9-Jan-23,1     7,DCA,1532,CHS,1727,E75
AA,3434,J,4-Apr-23,4-May-23,1234567,CHS,615,MIA,753,E75
AA,3434,J,5-May-23,28-Oct-23,1234567,CHS,607,MIA,750,E75
AA,3448,J,1-Jan-23,9-Jan-23,123456,DCA,845,CHS,1055,E75
AA,3522,J,5-May-23,31-May-23,1234567,ORD,1315,CHS,1633,E75
AA,3522,J,5-May-23,31-May-23,1234567,CHS,1810,ORD,1945,E75
AA,3522,J,15-Aug-23,28-Oct-23,1234567,ORD,1315,CHS,1633,E75
AA,3522,J,15-Aug-23,28-Oct-23,1234567,CHS,1810,ORD,1945,E75
AA,3524,J,15-Aug-23,15-Aug-23,2,DFW,710,CHS,1049,E75
AA,3524,J,15-Aug-23,15-Aug-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,16-Aug-23,16-Aug-23,3,DFW,710,CHS,1049,E75
AA,3524,J,16-Aug-23,16-Aug-23,3,CHS,1205,DFW,1400,E75
AA,3524,J,17-Aug-23,17-Aug-23,4,DFW,710,CHS,1049,E75
AA,3524,J,17-Aug-23,17-Aug-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,18-Aug-23,18-Aug-23,5,DFW,710,CHS,1049,E75
AA,3524,J,18-Aug-23,18-Aug-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,19-Aug-23,19-Aug-23,6,DFW,710,CHS,1049,E75
AA,3524,J,19-Aug-23,19-Aug-23,6,CHS,1205,DFW,1400,E75
AA,3524,J,20-Aug-23,20-Aug-23,7,DFW,710,CHS,1049,E75
AA,3524,J,20-Aug-23,20-Aug-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,21-Aug-23,28-Aug-23,1,DFW,710,CHS,1049,E75
AA,3524,J,21-Aug-23,28-Aug-23,1,CHS,1205,DFW,1400,E75
AA,3524,J,22-Aug-23,29-Aug-23,2,DFW,710,CHS,1049,E75
AA,3524,J,22-Aug-23,29-Aug-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,23-Aug-23,30-Aug-23,3,DFW,710,CHS,1049,E75
AA,3524,J,23-Aug-23,30-Aug-23,3,CHS,1205,DFW,1400,E75
AA,3524,J,24-Aug-23,24-Aug-23,4,DFW,710,CHS,1049,E75
AA,3524,J,24-Aug-23,24-Aug-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,25-Aug-23,25-Aug-23,5,DFW,710,CHS,1049,E75
AA,3524,J,25-Aug-23,25-Aug-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,26-Aug-23,26-Aug-23,6,DFW,710,CHS,1049,E75
AA,3524,J,26-Aug-23,26-Aug-23,6,CHS,1205,DFW,1400,E75
AA,3524,J,27-Aug-23,27-Aug-23,7,DFW,710,CHS,1049,E75
AA,3524,J,27-Aug-23,27-Aug-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,31-Aug-23,31-Aug-23,4,DFW,710,CHS,1049,E75
AA,3524,J,31-Aug-23,31-Aug-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,1-Sep-23,1-Sep-23,5,DFW,710,CHS,1049,E75
AA,3524,J,1-Sep-23,1-Sep-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,2-Sep-23,2-Sep-23,6,DFW,710,CHS,1049,E75
AA,3524,J,2-Sep-23,2-Sep-23,6,CHS,1205,DFW,1400,E75
AA,3524,J,3-Sep-23,3-Sep-23,7,DFW,710,CHS,1049,E75
AA,3524,J,3-Sep-23,3-Sep-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,4-Sep-23,4-Sep-23,1,DFW,710,CHS,1049,E75
AA,3524,J,4-Sep-23,4-Sep-23,1,CHS,1205,DFW,1400,E75
AA,3524,J,5-Sep-23,5-Sep-23,2,DFW,710,CHS,1049,E75
AA,3524,J,5-Sep-23,5-Sep-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,6-Sep-23,6-Sep-23,3,DFW,710,CHS,1049,E75
AA,3524,J,6-Sep-23,6-Sep-23,3,CHS,1205,DFW,1400,E75
AA,3524,J,7-Sep-23,7-Sep-23,4,DFW,710,CHS,1049,E75
AA,3524,J,7-Sep-23,7-Sep-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,8-Sep-23,8-Sep-23,5,DFW,710,CHS,1049,E75
AA,3524,J,8-Sep-23,8-Sep-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,9-Sep-23,9-Sep-23,6,DFW,710,CHS,1049,E75
AA,3524,J,9-Sep-23,9-Sep-23,6,CHS,1205,DFW,1400,E75
AA,3524,J,10-Sep-23,10-Sep-23,7,DFW,710,CHS,1049,E75
AA,3524,J,10-Sep-23,10-Sep-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,11-Sep-23,11-Sep-23,1,DFW,710,CHS,1049,E75
AA,3524,J,11-Sep-23,11-Sep-23,1,CHS,1205,DFW,1400,E75
AA,3524,J,12-Sep-23,12-Sep-23,2,DFW,710,CHS,1049,E75
AA,3524,J,12-Sep-23,12-Sep-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,13-Sep-23,13-Sep-23,3,DFW,710,CHS,1049,E75
AA,3524,J,13-Sep-23,13-Sep-23,3,CHS,1205,DFW,1400,E75
AA,3524,J,14-Sep-23,14-Sep-23,4,DFW,710,CHS,1049,E75
AA,3524,J,14-Sep-23,14-Sep-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,15-Sep-23,15-Sep-23,5,DFW,710,CHS,1049,E75
AA,3524,J,15-Sep-23,15-Sep-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,16-Sep-23,30-Sep-23,6,DFW,710,CHS,1049,E75
AA,3524,J,16-Sep-23,30-Sep-23,6,CHS,1205,DFW,1400,E75
AA,3524,J,17-Sep-23,24-Sep-23,7,DFW,710,CHS,1049,E75
AA,3524,J,17-Sep-23,24-Sep-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,18-Sep-23,25-Sep-23,1,DFW,710,CHS,1049,E75
AA,3524,J,18-Sep-23,25-Sep-23,1,CHS,1205,DFW,1400,E75
AA,3524,J,19-Sep-23,26-Sep-23,2,DFW,710,CHS,1049,E75
AA,3524,J,19-Sep-23,26-Sep-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,20-Sep-23,27-Sep-23,3,DFW,710,CHS,1049,E75
AA,3524,J,20-Sep-23,27-Sep-23,3,CHS,1205,DFW,1400,E75
AA,3524,J,21-Sep-23,28-Sep-23,4,DFW,710,CHS,1049,E75
AA,3524,J,21-Sep-23,28-Sep-23,4,CHS,1205,DFW,1400,E75
AA,3524,J,22-Sep-23,29-Sep-23,5,DFW,710,CHS,1049,E75
AA,3524,J,22-Sep-23,29-Sep-23,5,CHS,1205,DFW,1400,E75
AA,3524,J,1-Oct-23,1-Oct-23,7,DFW,710,CHS,1049,E75
AA,3524,J,1-Oct-23,1-Oct-23,7,CHS,1205,DFW,1400,E75
AA,3524,J,2-Oct-23,2-Oct-23,1,DFW,710,CHS,1049,E75
AA,3524,J,2-Oct-23,2-Oct-23,1,CHS,1205,DFW,1400,E75
AA,3524,J,3-Oct-23,3-Oct-23,2,DFW,710,CHS,1049,E75
AA,3524,J,3-Oct-23,3-Oct-23,2,CHS,1205,DFW,1400,E75
AA,3524,J,4-Oct-23,4-Oct-23,3,DFW,710,CHS,1049,E75
