Carrier,FlightNumber,ServiceType,EffectiveDate,DiscontinuedDate,DOW,Departure Airport,DepartureTime,ArrivalAirport,ArrivalTime,SubAircraftTypeCode
AA,311,J,4-Apr-23,8-Apr-23,23456,CHS,748,PHL,935,319
AA,311,J,9-Apr-23,1-May-23,1     7,CHS,800,PHL,947,319
AA,311,J,11-Apr-23,29-Apr-23,23456,CHS,748,PHL,935,319
AA,311,J,2-May-23,4-May-23,234,CHS,748,PHL,935,319
AA,319,J,12-Jan-23,13-Jan-23,45,DFW,1534,CHS,1853,320
AA,319,J,12-Jan-23,13-Jan-23,45,CHS,1939,DFW,2144,320
AA,319,J,15-Jan-23,15-Jan-23,7,DFW,1534,CHS,1853,320
AA,319,J,15-Jan-23,15-Jan-23,7,CHS,1939,DFW,2144,320
AA,319,J,19-Jan-23,20-Jan-23,45,DFW,1534,CHS,1853,320
AA,319,J,19-Jan-23,20-Jan-23,45,CHS,1939,DFW,2144,320
AA,319,J,22-Jan-23,22-Jan-23,7,DFW,1534,CHS,1853,320
AA,319,J,22-Jan-23,22-Jan-23,7,CHS,1939,DFW,2144,320
AA,319,J,26-Jan-23,27-Jan-23,45,DFW,1534,CHS,1853,320
AA,319,J,26-Jan-23,27-Jan-23,45,CHS,1939,DFW,2144,320
AA,319,J,29-Jan-23,29-Jan-23,7,DFW,1534,CHS,1853,320
AA,319,J,29-Jan-23,29-Jan-23,7,CHS,1939,DFW,2144,320
AA,319,J,2-Feb-23,2-Feb-23,4,DFW,1534,CHS,1853,320
AA,319,J,2-Feb-23,2-Feb-23,4,CHS,1939,DFW,2144,320
AA,378,J,1-Jan-23,9-Jan-23,1234567,CHS,705,DFW,914,738
AA,378,J,10-Jan-23,2-Feb-23,1234567,CHS,705,DFW,911,738
AA,396,J,3-Feb-23,3-Feb-23,5,CLT,2035,CHS,2137,319
AA,396,J,4-Feb-23,4-Feb-23,6,CLT,2040,CHS,2148,321
AA,396,J,5-Feb-23,8-Feb-23,123   7,CLT,2035,CHS,2143,321
AA,396,J,9-Feb-23,10-Feb-23,45,CLT,2035,CHS,2137,319
AA,396,J,11-Feb-23,11-Feb-23,6,CLT,2040,CHS,2148,321
AA,396,J,12-Feb-23,12-Feb-23,7,CLT,2035,CHS,2143,321
AA,396,J,13-Feb-23,15-Feb-23,123,CLT,2035,CHS,2143,321
AA,396,J,16-Feb-23,16-Feb-23,4,CLT,2035,CHS,2137,319
AA,396,J,17-Feb-23,19-Feb-23,    5 7,CLT,2035,CHS,2143,321
AA,396,J,18-Feb-23,18-Feb-23,6,CLT,2040,CHS,2148,321
AA,396,J,20-Feb-23,22-Feb-23,123,CLT,2035,CHS,2143,321
AA,396,J,23-Feb-23,24-Feb-23,45,CLT,2035,CHS,2137,319
AA,396,J,25-Feb-23,25-Feb-23,6,CLT,2040,CHS,2148,321
AA,396,J,26-Feb-23,28-Feb-23,12    7,CLT,2035,CHS,2143,321
AA,396,J,1-Mar-23,11-Mar-23,1234567,CLT,2035,CHS,2137,321
AA,396,J,12-Mar-23,3-Apr-23,1234567,CLT,2035,CHS,2137,321
AA,468,J,4-Apr-23,4-May-23,1234567,CHS,705,DFW,910,738
AA,528,J,29-Oct-23,4-Nov-23,1234567,CHS,729,DFW,935,738
AA,528,J,5-Nov-23,31-Dec-23,1234567,CHS,729,DFW,935,738
AA,545,J,1-Jan-23,1-Jan-23,7,CHS,1131,DCA,1259,319
AA,720,J,3-Feb-23,28-Feb-23,12345 7,PHL,830,CHS,1023,319
AA,853,J,1-Jan-23,9-Jan-23,1234567,CLT,1428,CHS,1530,738
AA,853,J,10-Jan-23,2-Feb-23,1234567,CLT,1300,CHS,1404,738
AA,853,J,3-Feb-23,6-Feb-23,1   5 7,CLT,1300,CHS,1400,320
AA,853,J,7-Feb-23,8-Feb-23,23,CLT,1300,CHS,1404,319
AA,853,J,9-Feb-23,13-Feb-23,1  45 7,CLT,1300,CHS,1400,320
AA,853,J,14-Feb-23,15-Feb-23,23,CLT,1300,CHS,1404,319
AA,853,J,16-Feb-23,28-Feb-23,12345 7,CLT,1300,CHS,1400,320
AA,853,J,1-Mar-23,10-Mar-23,12345 7,CLT,1300,CHS,1358,320
AA,853,J,12-Mar-23,3-Apr-23,12345 7,CLT,1300,CHS,1358,320
AA,855,J,4-Apr-23,4-May-23,1234567,CLT,712,CHS,811,320
AA,855,J,4-Apr-23,4-May-23,1234567,CHS,900,CLT,1002,320
AA,856,J,4-Apr-23,4-Apr-23,2,PHL,1530,CHS,1717,319
AA,856,J,4-Apr-23,4-Apr-23,2,CHS,1757,PHL,1946,319
AA,856,J,5-Apr-23,5-Apr-23,3,PHL,1530,CHS,1717,319
AA,856,J,5-Apr-23,5-Apr-23,3,CHS,1757,PHL,1946,319
AA,856,J,6-Apr-23,6-Apr-23,4,PHL,1530,CHS,1717,319
AA,856,J,6-Apr-23,6-Apr-23,4,CHS,1757,PHL,1946,319
AA,856,J,7-Apr-23,7-Apr-23,5,PHL,1530,CHS,1717,319
AA,856,J,7-Apr-23,7-Apr-23,5,CHS,1757,PHL,1946,319
AA,856,J,8-Apr-23,8-Apr-23,6,PHL,1530,CHS,1717,319
AA,856,J,8-Apr-23,8-Apr-23,6,CHS,1757,PHL,1946,319
AA,856,J,9-Apr-23,9-Apr-23,7,PHL,1530,CHS,1717,319
AA,856,J,9-Apr-23,9-Apr-23,7,CHS,1757,PHL,1946,319
AA,856,J,10-Apr-23,24-Apr-23,1,PHL,1530,CHS,1717,319
AA,856,J,10-Apr-23,24-Apr-23,1,CHS,1757,PHL,1946,319
AA,856,J,11-Apr-23,25-Apr-23,2,PHL,1530,CHS,1717,319
AA,856,J,11-Apr-23,25-Apr-23,2,CHS,1757,PHL,1946,319
AA,856,J,12-Apr-23,26-Apr-23,3,PHL,1530,CHS,1717,319
AA,856,J,12-Apr-23,26-Apr-23,3,CHS,1757,PHL,1946,319
AA,856,J,13-Apr-23,27-Apr-23,4,PHL,1530,CHS,1717,319
AA,856,J,13-Apr-23,27-Apr-23,4,CHS,1757,PHL,1946,319
AA,856,J,14-Apr-23,21-Apr-23,5,PHL,1530,CHS,1717,319
AA,856,J,14-Apr-23,21-Apr-23,5,CHS,1757,PHL,1946,319
AA,856,J,15-Apr-23,22-Apr-23,6,PHL,1530,CHS,1717,319
AA,856,J,15-Apr-23,22-Apr-23,6,CHS,1757,PHL,1946,319
AA,856,J,16-Apr-23,23-Apr-23,7,PHL,1530,CHS,1717,319
AA,856,J,16-Apr-23,23-Apr-23,7,CHS,1757,PHL,1946,319
AA,856,J,28-Apr-23,28-Apr-23,5,PHL,1530,CHS,1717,319
AA,856,J,28-Apr-23,28-Apr-23,5,CHS,1757,PHL,1946,319
AA,856,J,29-Apr-23,29-Apr-23,6,PHL,1530,CHS,1717,319
AA,856,J,29-Apr-23,29-Apr-23,6,CHS,1757,PHL,1946,319
AA,856,J,30-Apr-23,30-Apr-23,7,PHL,1530,CHS,1717,319
AA,856,J,30-Apr-23,30-Apr-23,7,CHS,1757,PHL,1946,319
AA,856,J,1-May-23,1-May-23,1,PHL,1530,CHS,1717,319
AA,856,J,1-May-23,1-May-23,1,CHS,1757,PHL,1946,319
AA,856,J,2-May-23,2-May-23,2,PHL,1530,CHS,1717,319
AA,856,J,2-May-23,2-May-23,2,CHS,1757,PHL,1946,319
AA,856,J,3-May-23,3-May-23,3,PHL,1530,CHS,1717,319
AA,856,J,3-May-23,3-May-23,3,CHS,1757,PHL,1946,319
AA,856,J,4-May-23,4-May-23,4,PHL,1530,CHS,1717,319
AA,856,J,4-May-23,4-May-23,4,CHS,1757,PHL,1946,319
AA,979,J,3-Feb-23,3-Feb-23,5,DFW,1503,CHS,1823,738
AA,979,J,3-Feb-23,3-Feb-23,5,CHS,1925,DFW,2130,738
AA,979,J,4-Feb-23,4-Feb-23,6,DFW,1503,CHS,1823,738
AA,979,J,4-Feb-23,4-Feb-23,6,CHS,1925,DFW,2130,738
AA,979,J,5-Feb-23,5-Feb-23,7,DFW,1503,CHS,1823,738
AA,979,J,5-Feb-23,5-Feb-23,7,CHS,1925,DFW,2130,738
AA,979,J,6-Feb-23,6-Feb-23,1,DFW,1503,CHS,1823,738
AA,979,J,6-Feb-23,6-Feb-23,1,CHS,1925,DFW,2130,738
AA,979,J,9-Feb-23,10-Feb-23,45,DFW,1503,CHS,1823,738
AA,979,J,9-Feb-23,10-Feb-23,45,CHS,1925,DFW,2130,738
AA,979,J,11-Feb-23,11-Feb-23,6,DFW,1503,CHS,1823,738
AA,979,J,11-Feb-23,11-Feb-23,6,CHS,1925,DFW,2130,738
AA,979,J,12-Feb-23,12-Feb-23,7,DFW,1503,CHS,1823,738
AA,979,J,12-Feb-23,12-Feb-23,7,CHS,1925,DFW,2130,738
AA,979,J,13-Feb-23,13-Feb-23,1,DFW,1503,CHS,1823,738
AA,979,J,13-Feb-23,13-Feb-23,1,CHS,1925,DFW,2130,738
AA,979,J,16-Feb-23,17-Feb-23,45,DFW,1503,CHS,1823,738
AA,979,J,16-Feb-23,17-Feb-23,45,CHS,1925,DFW,2130,738
AA,979,J,18-Feb-23,18-Feb-23,6,DFW,1503,CHS,1823,738
AA,979,J,19-Feb-23,19-Feb-23,7,DFW,1503,CHS,1823,738
AA,979,J,19-Feb-23,19-Feb-23,7,CHS,1925,DFW,2130,738
AA,979,J,20-Feb-23,22-Feb-23,123,DFW,1503,CHS,1823,738
AA,979,J,20-Feb-23,22-Feb-23,123,CHS,1925,DFW,2130,738
AA,979,J,23-Feb-23,24-Feb-23,45,DFW,1503,CHS,1823,738
AA,979,J,23-Feb-23,24-Feb-23,45,CHS,1925,DFW,2130,738
AA,979,J,25-Feb-23,28-Feb-23,12   67,DFW,1503,CHS,1823,738
AA,979,J,25-Feb-23,28-Feb-23,12   67,CHS,1925,DFW,2130,738
AA,979,J,2-Mar-23,3-Mar-23,45,DFW,1503,CHS,1824,738
AA,979,J,2-Mar-23,3-Mar-23,45,CHS,1925,DFW,2128,738
AA,979,J,4-Mar-23,6-Mar-23,1    67,DFW,1503,CHS,1824,738
AA,979,J,4-Mar-23,6-Mar-23,1    67,CHS,1925,DFW,2128,738
AA,979,J,9-Mar-23,10-Mar-23,45,DFW,1503,CHS,1824,738
AA,979,J,9-Mar-23,10-Mar-23,45,CHS,1925,DFW,2128,738
AA,979,J,11-Mar-23,11-Mar-23,6,DFW,1503,CHS,1824,738
AA,979,J,11-Mar-23,11-Mar-23,6,CHS,1925,DFW,2128,738
AA,979,J,12-Mar-23,13-Mar-23,1     7,DFW,1503,CHS,1824,738
AA,979,J,12-Mar-23,13-Mar-23,1     7,CHS,1925,DFW,2128,738
AA,979,J,16-Mar-23,17-Mar-23,45,DFW,1503,CHS,1824,738
AA,979,J,16-Mar-23,17-Mar-23,45,CHS,1925,DFW,2128,738
AA,979,J,18-Mar-23,20-Mar-23,1    67,DFW,1503,CHS,1824,738
AA,979,J,18-Mar-23,20-Mar-23,1    67,CHS,1925,DFW,2128,738
AA,979,J,23-Mar-23,24-Mar-23,45,DFW,1503,CHS,1824,738
AA,979,J,23-Mar-23,24-Mar-23,45,CHS,1925,DFW,2128,738
AA,979,J,25-Mar-23,25-Mar-23,6,DFW,1503,CHS,1824,738
AA,979,J,25-Mar-23,25-Mar-23,6,CHS,1925,DFW,2128,738
AA,979,J,26-Mar-23,27-Mar-23,1     7,DFW,1503,CHS,1824,738
AA,979,J,26-Mar-23,27-Mar-23,1     7,CHS,1925,DFW,2128,738
AA,979,J,30-Mar-23,30-Mar-23,4,DFW,1503,CHS,1824,738
AA,979,J,30-Mar-23,30-Mar-23,4,CHS,1925,DFW,2128,738
AA,979,J,31-Mar-23,31-Mar-23,5,DFW,1503,CHS,1824,738
AA,979,J,31-Mar-23,31-Mar-23,5,CHS,1925,DFW,2128,738
AA,979,J,1-Apr-23,3-Apr-23,1    67,DFW,1503,CHS,1824,738
AA,979,J,1-Apr-23,3-Apr-23,1    67,CHS,1925,DFW,2128,738
AA,981,J,3-Feb-23,3-Feb-23,5,DCA,1659,CHS,1849,319
AA,981,J,3-Feb-23,3-Feb-23,5,CHS,1943,DCA,2115,319
AA,981,J,5-Feb-23,19-Feb-23,7,DCA,1700,CHS,1853,319
AA,981,J,5-Feb-23,19-Feb-23,7,CHS,1943,DCA,2115,319
AA,981,J,6-Feb-23,24-Feb-23,12345,DCA,1659,CHS,1849,319
AA,981,J,6-Feb-23,24-Feb-23,12345,CHS,1943,DCA,2115,319
AA,981,J,26-Feb-23,26-Feb-23,7,DCA,1700,CHS,1853,319
AA,981,J,26-Feb-23,26-Feb-23,7,CHS,1943,DCA,2115,319
AA,981,J,27-Feb-23,28-Feb-23,12,DCA,1659,CHS,1849,319
AA,981,J,27-Feb-23,28-Feb-23,12,CHS,1943,DCA,2115,319
AA,981,J,1-Mar-23,10-Mar-23,12345 7,DCA,1709,CHS,1858,319
AA,981,J,1-Mar-23,10-Mar-23,12345 7,CHS,1945,DCA,2116,319
AA,981,J,12-Mar-23,3-Apr-23,12345 7,DCA,1709,CHS,1858,319
AA,981,J,12-Mar-23,3-Apr-23,12345 7,CHS,1945,DCA,2116,319
AA,1008,J,29-Oct-23,4-Nov-23,1234567,CLT,2010,CHS,2128,320
AA,1008,J,5-Nov-23,19-Nov-23,1234567,CLT,2010,CHS,2128,320
AA,1008,J,20-Nov-23,26-Nov-23,123 567,CLT,2010,CHS,2128,320
AA,1008,J,27-Nov-23,23-Dec-23,1234567,CLT,2010,CHS,2128,320
AA,1008,J,25-Dec-23,31-Dec-23,1234567,CLT,2010,CHS,2128,320
AA,1037,J,29-Oct-23,4-Nov-23,1234567,CHS,810,PHL,950,319
AA,1037,J,5-Nov-23,9-Nov-23,1234  7,CHS,810,PHL,950,319
AA,1037,J,10-Nov-23,10-Nov-23,5,CHS,810,PHL,950,319
AA,1037,J,11-Nov-23,16-Nov-23,1234 67,CHS,810,PHL,950,319
AA,1037,J,17-Nov-23,17-Nov-23,5,CHS,810,PHL,950,319
AA,1037,J,18-Nov-23,18-Nov-23,6,CHS,810,PHL,950,319
AA,1037,J,19-Nov-23,19-Nov-23,7,CHS,810,PHL,950,319
AA,1037,J,20-Nov-23,20-Nov-23,1,CHS,810,PHL,950,319
AA,1037,J,21-Nov-23,22-Nov-23,23,CHS,810,PHL,950,319
AA,1037,J,23-Nov-23,23-Nov-23,4,CHS,810,PHL,950,319
AA,1037,J,24-Nov-23,24-Nov-23,5,CHS,810,PHL,950,319
AA,1037,J,25-Nov-23,25-Nov-23,6,CHS,810,PHL,950,319
AA,1037,J,26-Nov-23,30-Nov-23,1234  7,CHS,810,PHL,950,319
AA,1037,J,1-Dec-23,1-Dec-23,5,CHS,810,PHL,950,319
AA,1037,J,2-Dec-23,21-Dec-23,1234 67,CHS,810,PHL,950,319
AA,1037,J,8-Dec-23,15-Dec-23,5,CHS,810,PHL,950,319
AA,1037,J,22-Dec-23,22-Dec-23,5,CHS,810,PHL,950,319
AA,1037,J,23-Dec-23,23-Dec-23,6,CHS,810,PHL,950,319
AA,1037,J,24-Dec-23,28-Dec-23,1234  7,CHS,810,PHL,950,319
AA,1037,J,29-Dec-23,29-Dec-23,5,CHS,810,PHL,950,319
AA,1037,J,30-Dec-23,31-Dec-23,1234 67,CHS,810,PHL,950,319
AA,1059,J,29-Oct-23,31-Oct-23,12    7,PHL,1830,CHS,2044,319
AA,1059,J,1-Nov-23,3-Nov-23,  3 5  ,PHL,1830,CHS,2044,319
AA,1059,J,2-Nov-23,2-Nov-23,4,PHL,1830,CHS,2044,319
AA,1059,J,4-Nov-23,4-Nov-23,6,PHL,1830,CHS,2044,319
AA,1059,J,5-Nov-23,7-Nov-23,12    7,PHL,1830,CHS,2044,319
AA,1059,J,8-Nov-23,17-Nov-23,  3 5  ,PHL,1830,CHS,2044,319
AA,1059,J,9-Nov-23,19-Nov-23,12 4 67,PHL,1830,CHS,2044,319
AA,1059,J,20-Nov-23,26-Nov-23,12   67,PHL,1830,CHS,2044,319
AA,1059,J,22-Nov-23,24-Nov-23,  3 5  ,PHL,1830,CHS,2044,319
AA,1059,J,27-Nov-23,31-Dec-23,12 4 67,PHL,1830,CHS,2044,319
AA,1059,J,29-Nov-23,31-Dec-23,  3 5  ,PHL,1830,CHS,2044,319
AA,1172,J,1-Jan-23,1-Jan-23,7,DFW,1637,CHS,2001,319
AA,1172,J,2-Jan-23,2-Jan-23,1,DFW,1637,CHS,2001,319
AA,1172,J,3-Jan-23,3-Jan-23,2,DFW,1637,CHS,2001,319
AA,1172,J,4-Jan-23,4-Jan-23,3,DFW,1637,CHS,2001,319
AA,1172,J,7-Jan-23,7-Jan-23,6,DFW,1637,CHS,2001,319
AA,1172,J,8-Jan-23,8-Jan-23,7,DFW,1637,CHS,2001,319
AA,1172,J,9-Jan-23,9-Jan-23,1,DFW,1637,CHS,2001,319
AA,1176,J,1-Jan-23,1-Jan-23,7,CHS,1942,DFW,2145,319
AA,1176,J,2-Jan-23,4-Jan-23,123,CHS,1937,DFW,2142,319
AA,1176,J,7-Jan-23,9-Jan-23,1    67,CHS,1937,DFW,2142,319
AA,1242,J,4-Apr-23,7-Apr-23,2345,CLT,1300,CHS,1356,320
AA,1242,J,4-Apr-23,7-Apr-23,2345,CHS,1441,CLT,1547,320
AA,1242,J,9-Apr-23,28-Apr-23,12345 7,CLT,1300,CHS,1356,320
AA,1242,J,9-Apr-23,28-Apr-23,12345 7,CHS,1441,CLT,1547,320
AA,1242,J,30-Apr-23,4-May-23,1234  7,CLT,1300,CHS,1356,320
AA,1242,J,30-Apr-23,4-May-23,1234  7,CHS,1441,CLT,1547,320
AA,1242,J,5-May-23,28-Oct-23,1234567,CLT,1305,CHS,1403,319
AA,1242,J,5-May-23,28-Oct-23,1234567,CHS,1433,CLT,1540,319
AA,1254,J,1-Jan-23,1-Jan-23,7,CHS,1056,CLT,1200,320
AA,1254,J,2-Jan-23,6-Jan-23,12345,CLT,909,CHS,1011,320
AA,1254,J,2-Jan-23,6-Jan-23,12345,CHS,1056,CLT,1200,320
AA,1254,J,7-Jan-23,7-Jan-23,6,CLT,909,CHS,1011,319
AA,1254,J,7-Jan-23,7-Jan-23,6,CHS,1056,CLT,1200,319
AA,1254,J,8-Jan-23,9-Jan-23,1     7,CLT,909,CHS,1011,320
AA,1254,J,8-Jan-23,9-Jan-23,1     7,CHS,1056,CLT,1200,320
AA,1254,J,10-Jan-23,13-Jan-23,2345,CLT,910,CHS,1014,320
AA,1254,J,10-Jan-23,13-Jan-23,2345,CHS,1104,CLT,1206,320
AA,1254,J,16-Jan-23,2-Feb-23,12345 7,CLT,910,CHS,1014,320
AA,1254,J,16-Jan-23,2-Feb-23,12345 7,CHS,1104,CLT,1206,320
AA,1254,J,3-Feb-23,28-Feb-23,12345 7,CLT,925,CHS,1031,319
AA,1254,J,3-Feb-23,28-Feb-23,12345 7,CHS,1111,CLT,1217,319
AA,1254,J,1-Mar-23,10-Mar-23,12345 7,CLT,915,CHS,1021,320
AA,1254,J,1-Mar-23,10-Mar-23,12345 7,CHS,1107,CLT,1214,320
AA,1254,J,12-Mar-23,3-Apr-23,12345 7,CLT,915,CHS,1021,320
AA,1254,J,12-Mar-23,3-Apr-23,12345 7,CHS,1107,CLT,1214,320
AA,1264,J,2-Jan-23,6-Jan-23,12345,DCA,1705,CHS,1857,319
AA,1264,J,7-Jan-23,7-Jan-23,6,DCA,1530,CHS,1726,319
AA,1264,J,8-Jan-23,9-Jan-23,1     7,DCA,1705,CHS,1857,319
AA,1265,J,1-Jan-23,1-Jan-23,7,CHS,2041,CLT,2145,319
AA,1265,J,2-Jan-23,4-Jan-23,123,CHS,2025,CLT,2129,319
AA,1265,J,7-Jan-23,7-Jan-23,6,CHS,2025,CLT,2129,319
AA,1265,J,8-Jan-23,9-Jan-23,1     7,CHS,2025,CLT,2129,319
AA,1267,J,2-Jan-23,9-Jan-23,12345 7,CHS,2047,DCA,2215,319
AA,1287,J,29-Oct-23,1-Nov-23,123   7,CHS,736,MIA,920,319
AA,1287,J,2-Nov-23,3-Nov-23,45,CHS,736,MIA,920,319
AA,1287,J,4-Nov-23,4-Nov-23,6,CHS,736,MIA,920,319
AA,1287,J,5-Nov-23,8-Nov-23,123   7,CHS,736,MIA,920,319
AA,1287,J,9-Nov-23,10-Nov-23,45,CHS,736,MIA,920,319
AA,1287,J,11-Nov-23,15-Nov-23,123  67,CHS,736,MIA,920,319
AA,1287,J,16-Nov-23,16-Nov-23,4,CHS,736,MIA,920,319
AA,1287,J,17-Nov-23,17-Nov-23,5,CHS,736,MIA,920,319
AA,1287,J,18-Nov-23,18-Nov-23,6,CHS,736,MIA,920,319
AA,1287,J,19-Nov-23,22-Nov-23,123   7,CHS,736,MIA,920,319
AA,1287,J,23-Nov-23,24-Nov-23,45,CHS,736,MIA,920,319
AA,1287,J,25-Nov-23,20-Dec-23,123  67,CHS,736,MIA,920,319
AA,1287,J,30-Nov-23,15-Dec-23,45,CHS,736,MIA,920,319
AA,1287,J,21-Dec-23,22-Dec-23,45,CHS,736,MIA,920,319
AA,1287,J,23-Dec-23,23-Dec-23,6,CHS,736,MIA,920,319
AA,1287,J,24-Dec-23,25-Dec-23,1     7,CHS,736,MIA,920,319
AA,1287,J,26-Dec-23,27-Dec-23,23,CHS,736,MIA,920,319
AA,1287,J,28-Dec-23,29-Dec-23,45,CHS,736,MIA,920,319
AA,1287,J,30-Dec-23,31-Dec-23,123  67,CHS,736,MIA,920,319
AA,1307,J,1-Jan-23,5-Jan-23,1234  7,PHL,831,CHS,1022,319
AA,1307,J,1-Jan-23,5-Jan-23,1234  7,CHS,1105,PHL,1249,319
AA,1307,J,6-Jan-23,6-Jan-23,5,PHL,831,CHS,1022,319
AA,1307,J,6-Jan-23,6-Jan-23,5,CHS,1105,PHL,1249,319
AA,1307,J,8-Jan-23,9-Jan-23,1     7,PHL,831,CHS,1022,319
AA,1307,J,8-Jan-23,9-Jan-23,1     7,CHS,1105,PHL,1249,319
AA,1307,J,10-Jan-23,12-Jan-23,234,PHL,835,CHS,1031,319
AA,1307,J,10-Jan-23,12-Jan-23,234,CHS,1111,PHL,1255,319
AA,1307,J,13-Jan-23,13-Jan-23,5,PHL,835,CHS,1031,319
AA,1307,J,13-Jan-23,13-Jan-23,5,CHS,1111,PHL,1255,319
AA,1307,J,14-Jan-23,26-Jan-23,1234 67,PHL,835,CHS,1031,319
AA,1307,J,14-Jan-23,26-Jan-23,1234 67,CHS,1111,PHL,1255,319
AA,1307,J,20-Jan-23,27-Jan-23,5,PHL,835,CHS,1031,319
AA,1307,J,20-Jan-23,27-Jan-23,5,CHS,1111,PHL,1255,319
AA,1307,J,28-Jan-23,2-Feb-23,1234 67,PHL,835,CHS,1031,319
AA,1307,J,28-Jan-23,2-Feb-23,1234 67,CHS,1111,PHL,1255,319
AA,1307,J,3-Feb-23,3-Feb-23,5,CHS,1103,PHL,1249,319
AA,1307,J,4-Feb-23,4-Feb-23,6,CHS,1105,PHL,1255,319
AA,1307,J,5-Feb-23,9-Feb-23,1234  7,CHS,1103,PHL,1249,319
AA,1307,J,10-Feb-23,10-Feb-23,5,CHS,1103,PHL,1249,319
AA,1307,J,11-Feb-23,11-Feb-23,6,CHS,1105,PHL,1255,319
AA,1307,J,12-Feb-23,15-Feb-23,123   7,CHS,1103,PHL,1249,319
AA,1307,J,16-Feb-23,17-Feb-23,45,CHS,1103,PHL,1249,319
AA,1307,J,18-Feb-23,18-Feb-23,6,CHS,1105,PHL,1255,319
AA,1307,J,19-Feb-23,24-Feb-23,12345 7,CHS,1103,PHL,1249,319
AA,1307,J,25-Feb-23,25-Feb-23,6,CHS,1105,PHL,1255,319
AA,1307,J,26-Feb-23,28-Feb-23,12    7,CHS,1103,PHL,1249,319
AA,1307,J,2-Mar-23,3-Mar-23,45,PHL,830,CHS,1021,319
AA,1307,J,2-Mar-23,3-Mar-23,45,CHS,1103,PHL,1250,319
AA,1307,J,4-Mar-23,4-Mar-23,6,PHL,830,CHS,1024,319
AA,1307,J,4-Mar-23,4-Mar-23,6,CHS,1104,PHL,1251,319
AA,1307,J,5-Mar-23,10-Mar-23,12345 7,PHL,830,CHS,1021,319
AA,1307,J,5-Mar-23,10-Mar-23,12345 7,CHS,1103,PHL,1250,319
AA,1307,J,11-Mar-23,11-Mar-23,6,PHL,830,CHS,1024,319
AA,1307,J,11-Mar-23,11-Mar-23,6,CHS,1104,PHL,1251,319
AA,1307,J,12-Mar-23,17-Mar-23,12345 7,PHL,830,CHS,1021,319
AA,1307,J,12-Mar-23,17-Mar-23,12345 7,CHS,1103,PHL,1250,319
AA,1307,J,18-Mar-23,25-Mar-23,6,PHL,830,CHS,1024,319
AA,1307,J,18-Mar-23,25-Mar-23,6,CHS,1104,PHL,1251,319
AA,1307,J,19-Mar-23,31-Mar-23,12345 7,PHL,830,CHS,1021,319
AA,1307,J,19-Mar-23,31-Mar-23,12345 7,CHS,1103,PHL,1250,319
AA,1307,J,1-Apr-23,1-Apr-23,6,PHL,830,CHS,1024,319
AA,1307,J,1-Apr-23,1-Apr-23,6,CHS,1104,PHL,1251,319
AA,1307,J,2-Apr-23,3-Apr-23,1     7,PHL,830,CHS,1021,319
AA,1307,J,2-Apr-23,3-Apr-23,1     7,CHS,1103,PHL,1250,319
AA,1310,J,1-Jan-23,6-Jan-23,12345 7,CHS,1807,CLT,1911,319
AA,1310,J,7-Jan-23,7-Jan-23,6,CHS,1836,CLT,1940,319
AA,1310,J,8-Jan-23,9-Jan-23,1     7,CHS,1807,CLT,1911,319
AA,1344,J,5-May-23,14-Aug-23,1234567,CHS,743,DFW,935,320
AA,1344,J,15-Aug-23,28-Oct-23,1234567,CHS,743,DFW,935,320
AA,1348,J,1-Jan-23,3-Jan-23,12   6 ,CHS,600,DCA,726,319
AA,1348,J,4-Jan-23,6-Jan-23,345,CHS,800,DCA,926,319
AA,1348,J,7-Jan-23,9-Jan-23,1    67,CHS,600,DCA,726,319
AA,1422,J,1-Jan-23,1-Jan-23,7,DFW,1934,CHS,2257,738
AA,1422,J,2-Jan-23,2-Jan-23,1,DFW,1934,CHS,2257,738
AA,1422,J,3-Jan-23,4-Jan-23,23,DFW,1934,CHS,2257,738
AA,1422,J,5-Jan-23,6-Jan-23,45,DFW,1934,CHS,2257,738
AA,1422,J,7-Jan-23,7-Jan-23,6,DFW,2035,CHS,2357,738
AA,1422,J,8-Jan-23,8-Jan-23,7,DFW,1934,CHS,2257,738
AA,1422,J,9-Jan-23,9-Jan-23,1,DFW,1934,CHS,2257,738
AA,1422,J,10-Jan-23,10-Jan-23,2,DFW,2006,CHS,2326,738
AA,1422,J,11-Jan-23,13-Jan-23,345,DFW,2006,CHS,2326,738
AA,1422,J,15-Jan-23,15-Jan-23,7,DFW,2006,CHS,2326,738
AA,1422,J,16-Jan-23,16-Jan-23,1,DFW,2006,CHS,2326,738
AA,1422,J,17-Jan-23,17-Jan-23,2,DFW,2006,CHS,2326,738
AA,1422,J,18-Jan-23,20-Jan-23,345,DFW,2006,CHS,2326,738
AA,1422,J,21-Jan-23,21-Jan-23,6,DFW,1959,CHS,2319,738
AA,1422,J,22-Jan-23,22-Jan-23,7,DFW,2006,CHS,2326,738
AA,1422,J,23-Jan-23,23-Jan-23,1,DFW,2006,CHS,2326,738
AA,1422,J,24-Jan-23,24-Jan-23,2,DFW,2006,CHS,2326,738
AA,1422,J,25-Jan-23,25-Jan-23,3,DFW,2006,CHS,2326,738
AA,1422,J,26-Jan-23,26-Jan-23,4,DFW,2006,CHS,2326,738
AA,1422,J,27-Jan-23,27-Jan-23,5,DFW,2006,CHS,2326,738
AA,1422,J,28-Jan-23,28-Jan-23,6,DFW,1959,CHS,2319,738
